Antibiotic_class,GZC4,SCC7,YGC26,YNC10,YGC3,SCC18,YNC18,GZC39,YNC4,SCC27,YNC8,GZC10,YNC11,SCC9,YNC34,GZC45,YNC22,SCC6,YGC36,GZC7,YNC39,YNC40,GZC41,SCC4,GZC26,SCC12,YNC12,GZC9,GZC14,YNC31,SCC1,YGC31,YGC8,SCC5,YGC16,GZC1,YGC9,GZC37,YGC2,SCC11,GZC42,GZC46,YGC41,SCC22,SCC29,YGC18,SCC25,SCC17,YGC11,YNC17,SCC10,YNC37,YGC12,SCC3,YNC45,YGC47,GZC38,GZC36,YNC43,GZC33,SCC28,SCC23,YGC39,YGC51,SCC19,YNC9,YGC4,GZC12,GZC43,YNC46,SCC20,YNC35,SCC24,YGC15,YNC32,SCC16,GZC44,YGC43,YGC38,YNC24,YGC52,GZC40,YGC27,SCC15,YNC29,YGC48,GZC27,YGC45,GZC18,SCC8,GZC30,GZC32,GZC5,YNC44,GZC13,SCC30,YGC5,YGC50,GZC25,YNC47,YNC41,YGC53,GZC20,GZC3,YNC26,YNC7,YNC36,YGC14,YGC7,YGC1,SCC26,SCC21,SCC14,YNC3,YNC25,YNC15,SCC13,YGC25,GZC16,SCC2
Glycopeptide,4,8,10,76,0,4,0,2,0,72,0,10,0,10,0,2,2,4,0,0,0,0,8,0,0,8,0,68,0,0,0,6,6,6,0,0,2,14,6,28,20,0,4,32,36,0,48,0,2,22,20,8,22,4,4,0,2,0,0,0,6,76,0,2,76,0,0,0,2,0,0,8,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,10,0,2,4,8,0,0,18,2,0,0,0,2,0,0,0,0,0,0,0,12,2,42,98,2,0,0,0,0,8,0,0
Glycopeptide,414,128,88,128,70,6,2,302,100,114,18,300,448,98,8,38,98,84,28,26,6,38,254,8,16,38,0,262,216,14,116,196,24,38,10,82,18,282,72,126,428,2,148,122,102,78,38,0,62,30,88,8,374,88,10,52,62,4,2,2,14,214,2,948,68,2,72,20,128,24,6,12,2,94,10,28,62,164,76,2,28,392,50,52,12,2,540,0,144,126,10,446,138,0,250,34,116,4,26,0,14,114,486,36,90,4,16,120,186,36,74,236,44,8,22,0,2,254,4,18
Glycopeptide,1856,4636,2980,18618,1794,826,1096,344,866,4460,2808,6990,2940,5646,256,224,1938,1798,4312,312,2316,722,906,1222,2026,2996,1572,6314,384,1124,1734,3816,2846,1796,1646,374,5548,3598,1038,9934,1630,3376,2690,7722,4580,2404,4006,1000,1062,7718,4566,686,2478,3194,4226,4510,2312,4084,1108,1394,9144,5776,4154,1346,8130,3806,348,460,1520,2410,1162,882,3874,2372,984,1616,412,16090,1466,106,5944,1832,730,3250,1510,808,1192,5598,2142,1174,240,650,1828,4702,2010,4538,2676,716,496,132,296,2034,3082,596,406,2122,4466,2460,4090,2600,6646,8544,5598,3786,2382,1640,120,2880,808,7606
Mupirocin,13906,2528,6924,936,1964,656,252,5114,2960,702,1964,704,7050,652,848,966,1288,148,1408,270,716,528,8806,618,4378,1770,312,1104,2688,604,2776,8850,1010,682,326,1462,796,8270,1224,3418,14818,5074,9252,8658,564,2062,642,372,1306,3248,672,410,5924,13146,452,1006,4208,5902,388,2094,12632,418,40,6878,636,304,1036,2188,3188,5358,318,306,150,7614,516,1524,1558,2082,1302,228,334,5384,788,1054,314,402,5422,92,230,2380,252,3932,2290,88,4572,900,1562,126,478,1594,228,1292,4952,4140,1390,530,5450,2182,2798,6438,1158,1112,1902,624,356,280,578,10368,124,786
Fusidic acid,28,52,512,0,554,2,0,0,24,0,72,0,292,6,0,0,20,10,744,0,86,18,12,0,2,6,20,0,0,8,32,466,6,4,56,6,250,52,10,46,0,0,676,6,614,2,14,2,102,2,2,2,0,8,2,6,2,0,58,0,24,2,1956,1510,2,1160,0,2,0,130,16,214,28,566,216,2,0,94,2368,0,44,148,42,14,0,0,76,804,0,2,0,0,2,0,0,138,2862,14,0,72,14,38,264,0,0,1364,40,846,0,1044,0,2,576,36,4,28,2,700,0,1618
Fusidic acid,22,202,210,2,4,138,4,0,2,0,8,0,108,66,4,0,0,18,0,0,0,0,48,50,0,380,0,0,0,0,224,280,0,232,0,0,0,20,0,28,2,2,496,726,98,4,150,96,2,0,0,0,0,542,0,0,0,4,2,0,402,8,0,2,38,14,0,2,0,96,120,4,548,212,4,76,0,0,4,6,0,0,0,280,0,0,0,2,0,280,2,0,0,0,2,1846,0,0,2,0,0,0,0,0,2,22,0,4,0,320,0,4,798,0,2,0,18,172,0,100
MLS,32,2308,90,0,0,224,8,118,120,0,34,908,32,814,84,0,0,344,0,0,4,0,40,184,0,2442,0,124,18,594,1864,282,0,1914,0,12,0,10,0,4304,42,0,268,1272,36,0,10,2514,0,0,34,2,0,1570,2,0,0,0,0,0,36,0,0,0,144,0,2,100,2,500,472,0,0,142,2,858,6,0,0,0,0,2,0,5134,2,0,2,0,0,3526,266,20,220,0,68,492,0,0,88,16,0,0,0,168,26,4,0,0,18,102,0,4,11070,0,0,0,46,382,2,2024
MLS,104,16,12,0,2,2,14,4,140,0,34,0,22,6,0,0,0,0,0,0,0,0,60,0,0,54,0,0,0,0,18,0,0,22,0,0,0,0,2,66,40,0,8,158,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,4,0,2,0,2,0,12,0,0,2,0,14,0,0,0,0,0,0,2,88,0,0,0,0,0,68,0,0,2,0,2,2,0,0,0,0,0,2,0,2,0,0,0,0,6,0,0,0,202,0,0,2,0,0,0,4
MLS,1942,2580,1598,2564,388,1596,1118,724,2534,3286,5172,2586,2460,3022,2982,84,1242,506,1708,2646,5312,1528,998,972,16532,2198,4350,2728,354,3076,2624,2414,2020,1256,3826,428,1010,1134,1426,4100,1296,4162,2254,2270,2028,1888,2480,1592,1208,3810,3820,2318,738,2940,4190,2408,1260,1424,2368,24738,846,4560,356,3226,3482,4924,3354,690,10130,1798,5104,1632,4484,1456,1732,2016,176,262,386,1204,562,488,3930,488,1188,480,556,876,2196,1634,328,710,2538,8326,1360,1232,1328,1520,1256,2068,1080,5832,430,340,1274,5346,5080,2666,528,1964,3956,5236,914,1382,2822,2456,804,1296,1308,662
MLS,146,74,14,0,0,2,22,2,500,82,104,24,66,66,0,0,0,12,0,0,0,0,280,2,0,80,0,78,0,6,10,0,2,8,0,0,0,28,0,92,190,0,76,966,38,0,74,0,0,2,114,0,0,28,0,0,0,0,0,2,2,164,0,0,38,0,2,0,0,0,2,0,0,14,0,14,2,0,0,0,0,0,0,18,0,0,0,0,16,14,0,0,12,0,0,22,0,0,0,0,0,0,2,8,2,0,0,0,22,0,126,218,56,0,0,2,0,0,0,12
Multidrug,712,3512,6580,3860,432,1120,986,1114,1252,1488,1154,1590,508,2276,298,88,1088,856,1652,748,1388,640,350,990,1272,2126,1364,1118,264,344,2408,4118,926,1464,1760,638,1924,1168,1394,7336,668,882,4018,9612,1910,1752,2292,1002,246,3712,1644,4770,884,2696,1572,1468,818,774,1186,1816,6076,1564,402,1542,1864,1338,2168,1272,874,1082,1276,766,4382,2892,1248,1618,248,88,172,300,318,358,570,1912,856,388,314,494,522,6964,550,512,714,218,482,3510,950,450,380,190,464,784,330,282,354,864,1500,466,6812,4704,2452,1824,3656,830,1452,1308,1592,4922,304,1800
MLS,4434,1634,1224,586,1006,118,140,3516,1068,1946,512,860,2410,1514,186,210,1540,562,382,78,86,316,5062,68,264,1010,38,1500,1248,74,262,1490,352,344,84,904,204,2348,348,1582,5270,132,1800,1880,910,500,1550,22,522,522,2208,76,1708,736,92,316,558,104,138,126,628,2542,1366,3184,1694,494,380,1868,884,1018,118,284,84,1560,408,200,1080,4712,828,44,1696,1742,334,220,144,32,2412,1888,486,316,124,3638,2284,16,2088,688,682,66,260,374,92,796,1274,2304,530,458,1380,500,1442,1244,2018,2796,268,974,296,286,6,2112,90,612
Multidrug,36,96,1016,32,148,56,256,120,154,18,24,240,84,58,232,2,98,12,36,110,60,154,72,82,0,248,38,42,20,134,164,1454,230,124,262,138,118,90,140,152,70,0,1750,42,3602,258,756,98,192,38,20,106,10,72,30,204,24,0,174,2,190,50,0,30,62,20,216,146,2,162,200,114,162,1808,176,126,68,4,12,112,156,2606,426,360,396,72,1376,76,122,74,234,32,148,54,72,3024,42,68,158,0,144,420,3942,294,90,20,4,48,172,2264,34,48,872,112,92,236,210,1136,106,4488
MLS,496,258,130,384,4,38,0,14,0,398,2,756,38,510,0,0,8,138,6,2,0,16,20,0,8,188,0,508,10,72,86,38,392,66,0,14,12,154,4,388,258,62,12,298,268,10,296,6,4,444,448,4,16,266,14,0,68,34,0,0,44,602,0,8,788,0,4,222,164,198,122,58,12,14,16,248,2,2,0,2,4,18,6,60,0,0,6,28,154,26,22,2,154,0,32,114,248,2,32,0,8,8,40,5102,20,4,6,66,6,12,270,784,58,16,4,4,2,32,4,736
MLS,60,1008,142,1202,4,198,0,14,12,0,8,62,324,44,0,0,2,120,64,48,4,0,104,10,12,440,0,14,8,130,272,134,4,164,0,4,0,56,2,2356,24,2,328,1194,2,60,34,76,0,110,6,8,56,1280,2,2,4,26,54,4,1486,8,0,12,52,38,2,54,40,818,118,14,0,130,26,362,0,0,0,2,0,4,2,368,0,0,0,0,0,1798,12,92,14,0,106,102,0,2,4,0,0,0,0,410,12,96,0,6,140,118,0,0,1168,4,6,2,14,322,0,808
Peptide,1446,2232,6218,0,3372,7568,7358,3776,7366,718,12266,750,3422,2150,7294,21462,12998,258,14140,10350,14462,5714,328,14708,14360,2908,13638,74,198,15888,7408,5138,6892,11496,18458,7078,16804,2478,12362,9548,1664,18238,2058,1150,3614,9016,1678,9262,9608,38,796,34350,2518,2360,17256,15722,9800,17354,13448,18438,1360,1066,1774,12322,2272,13884,13780,7558,10076,3886,8268,6636,20598,2780,8644,5530,1000,112,1638,4040,3060,448,6266,2280,6350,2944,210,2186,8644,2030,4968,364,4702,28156,878,2788,6376,9936,10394,2528,4978,7276,354,1228,3986,10394,10972,7372,2198,3030,2332,1220,1224,3236,9144,8344,12810,2582,8934,494
Peptide,32,0,4,0,6,0,2,6,6,0,4,2,30,0,2,2,2,0,4,4,0,0,46,0,2,0,0,12,132,4,4,4,2,0,4,12,0,38,8,4,8,0,6,0,0,18,0,0,2,0,0,6,44,4,0,14,16,2,0,0,0,0,0,44,0,0,4,20,30,0,0,0,0,16,0,0,182,28,10,0,2,4,12,0,0,0,30,14,2,0,0,92,14,0,50,0,20,2,4,0,0,8,10,28,26,0,4,68,18,2,0,0,2,0,0,0,0,4,0,0
Peptide,10,0,6,82,0,0,32,0,66,0,16,0,28,0,0,0,2,0,2,16,0,0,0,0,2,0,0,0,0,2,0,0,8,0,0,0,4,4,0,0,0,96,14,0,0,4,0,0,156,0,0,2,0,0,2,2,0,96,0,2,0,0,0,0,0,2,0,0,6,68,0,0,0,10,4,0,2,0,6,0,0,0,0,0,2,0,0,0,0,0,0,4,2,20,0,0,2,0,0,0,2,0,0,14,0,0,52,0,8,0,0,0,0,52,6,0,0,0,0,0
Peptide,40,340,1088,958,872,54,114,36,3086,0,1452,16,1112,4,10,82,136,24,1102,0,278,4,8,2,4,108,196,16,10,48,12,742,112,16,78,22,850,64,20,378,2,0,962,58,14,16,70,0,158,370,2,0,528,12,10,56,2,0,2074,0,6,2,2662,7242,2,6438,14,2,4,340,10,4136,82,724,1640,130,12,126,3098,4,56,4,46,18,8,12,0,3580,10,20,2,2,134,8,0,700,13440,12,8,220,0,54,2,0,10,2798,192,3620,6,1620,0,0,1082,156,794,1756,0,1006,38,592
Fosfomycin,2670,936,2222,790,1798,2040,4246,1582,3086,240,1034,460,2224,780,3424,336,1932,144,1024,4902,1250,1944,1270,1828,1144,694,2026,2330,1848,904,1978,2686,3032,1472,2908,3136,1360,2830,1406,2178,2552,2282,2710,2078,766,3432,640,2038,2164,2436,198,1954,1168,2112,3608,2052,3062,2290,2288,662,1594,304,16,2978,362,1026,2790,1530,548,1660,1234,2600,1326,2136,3476,2070,456,352,306,4042,1908,2258,2516,752,2908,838,1882,778,3096,1516,3172,554,724,686,858,354,1134,3254,3378,422,1684,2702,2308,952,3306,864,4092,694,1462,2180,760,310,562,2642,1888,3372,2004,2360,3614,250
Beta-lactam,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bicyclomycin,290,1136,192,0,112,62,8,638,86,28,36,62,202,18,12,88,38,28,58,18,0,40,266,34,12,1118,2,250,270,6,72,234,76,66,12,50,20,178,40,184,266,12,340,3474,22,98,38,0,22,18,34,12,228,404,10,88,62,24,10,2,6,46,0,148,68,0,16,180,156,20,44,28,0,254,24,222,2696,62,54,0,26,240,20,20,6,24,278,2,86,72,4,342,110,4,330,26,78,2,70,0,16,50,200,266,50,2,22,76,136,198,38,62,118,8,8,2,24,260,0,1016
Multidrug,0,98,0,0,0,6,0,16,0,0,0,156,0,60,0,0,0,10,0,0,0,0,0,24,0,198,0,14,16,30,256,2,0,186,0,2,0,0,0,160,4,0,4,88,4,2,2,270,0,0,2,0,2,118,0,0,0,0,0,0,60,2,0,0,10,0,0,8,0,66,56,0,0,0,0,100,8,0,0,0,0,0,0,848,0,0,0,0,0,514,54,4,40,0,6,42,0,0,6,0,0,0,0,56,32,0,0,0,2,0,0,8,776,0,2,0,6,2,0,178
Multidrug,136,86,108,5604,20,14,414,30,76,134,108,90,84,110,82,6,440,70,378,310,152,108,174,24,86,64,20,316,32,226,108,62,92,26,0,12,40,362,0,344,100,224,30,146,98,524,76,56,4,1672,128,144,282,14,14,76,18,860,20,32,10,316,0,82,254,82,0,20,116,42,18,14,10,20,34,58,8,294,36,26,2,8,0,64,1184,10,20,62,136,4,18,24,952,458,308,28,286,0,10,10,28,0,10,16,28,24,86,446,1370,14,140,204,10,238,528,218,4,32,100,12
Multidrug,868,2070,1626,202,144,298,40,322,1262,10,364,268,644,482,158,10,44,140,200,2,48,10,956,362,12,2622,12,118,60,264,2080,1728,38,1172,6,38,138,388,18,3676,1168,4,2448,7038,276,38,144,1242,62,196,98,122,258,5840,6,4,6,18,456,2,6326,52,6,38,178,1104,16,216,36,334,562,786,1286,1630,306,1090,164,340,6,112,10,488,6,4140,0,94,322,42,18,2502,184,110,206,14,234,2280,18,0,48,198,6,32,798,678,154,146,8,76,252,1490,14,46,5246,128,138,378,166,2538,10,1592
Multidrug,10,50,24,222,16,8,776,0,64,104,236,70,2214,104,0,0,36,20,52,6,4,0,14,0,2,40,28,58,0,12,0,4,34,24,36,0,218,4,6,6012,10,66,126,150,570,10,92,2,242,28,80,50,18,0,24,34,190,50,102,30,14,286,7492,20,256,2480,24,0,122,1640,8,48,406,22,1098,6,0,200,0,10,4106,0,314,4,0,20,0,9726,36,0,2,6,46,4,2,2116,104,0,0,0,0,1040,0,0,334,1822,816,8,2,48,156,84,150,4282,300,1556,0,8,414,3252
Aminoglycoside,1042,2142,1106,2842,346,522,824,1848,388,2878,208,4090,1876,3966,356,152,3118,938,246,914,50,230,630,320,216,1300,198,4582,1544,102,284,1318,1654,548,404,888,312,682,206,5232,1278,506,1042,2462,2276,662,2434,278,588,3758,2780,318,1456,978,696,346,868,814,218,194,1546,3472,2952,1212,5946,1338,242,638,714,1204,298,944,346,984,1036,888,1894,1054,402,538,2074,980,576,162,26,208,1168,5082,1514,434,460,1788,1602,184,930,2000,1416,796,524,690,124,1000,656,1342,674,1100,1100,2414,982,670,2864,5344,572,2996,496,946,68,1074,626,1132
Beta-lactam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beta-lactam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beta-lactam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beta-lactam,0,0,0,0,0,0,0,0,0,0,2,2,2,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beta-lactam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beta-lactam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beta-lactam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beta-lactam,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beta-lactam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beta-lactam,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beta-lactam,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Beta-lactam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beta-lactam,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,2,40,0,0,0,0,0,0,0,0,6,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,30,0,2,0,0,0,2,0,0,0,6,0,0,0,0,66,2,0,0,0,4,0,0,0,0,2,4,4,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Aminoglycoside,6,1664,9630,16,2,292,0,0,2,52,0,0,88,460,10,0,64,146,12,0,232,108,0,172,2,1988,0,0,6,234,988,15366,4,692,26,0,0,10,4,2334,14,0,9288,4564,2886,2,436,172,4,24,10,2,0,10036,0,2,0,2,2,0,2218,10,0,0,72,4,2,8,4,310,488,0,14752,15672,2,452,0,0,0,2,0,4,0,874,34,0,0,0,2,2256,0,0,6,36,224,2382,0,0,0,0,98,0,2,4,2,8,0,8,4,22172,6,6,3748,6,12,2,64,14114,0,44376
Multidrug,30,26,232,4,14,2,6,52,10,8,4,8,42,2,2,2,2,6,14,0,2,0,14,2,0,10,0,34,74,4,28,192,16,2,0,24,4,42,8,104,30,0,108,76,14,22,12,0,20,34,2,0,52,32,0,10,2,0,0,0,4,10,0,18,12,0,10,4,24,4,0,2,8,170,0,6,10,38,14,0,4,22,4,10,0,0,52,6,4,36,4,50,38,0,44,0,88,0,2,0,2,24,10,6,2,0,2,18,36,144,0,12,42,0,4,2,0,270,0,2
MLS,0,76,58,34,24,4,0,0,2,22,0,42,10,6,0,0,2,28,16,4,0,2,0,6,0,8,0,28,0,2,38,4,24,6,0,0,2,2,0,314,4,0,4,158,8,6,10,6,0,52,24,0,2,4,0,0,0,0,0,0,0,14,0,0,24,0,0,0,4,0,0,0,0,0,2,14,0,0,0,0,0,0,0,6,0,0,2,0,18,378,0,0,0,0,0,2,10,0,8,0,0,0,0,0,0,0,66,0,16,2,4,8,6,0,0,0,0,2,2,0
Aminoglycoside,370,864,5676,712,22,86,20,106,148,1082,12,548,62,1074,4,148,16,194,22,4,34,32,30,40,4,520,2,612,50,60,148,9732,228,244,0,6,6,106,10,1370,226,304,3654,2302,204,12,804,6,34,188,1092,2,28,172,458,2,82,116,10,0,132,1078,0,62,1524,14,8,84,94,528,60,48,36,8366,22,302,54,12,8,12,4,6,8,104,10,14,40,14,168,770,20,68,224,26,82,232,54,0,24,206,24,2,10,768,18,16,780,52,58,11814,588,1628,450,36,6,16,8,7746,6,298
Peptide,10,222,18,6,0,8,0,0,86,482,16,76,2,288,0,6,4,10,0,10,0,0,8,138,0,164,0,280,0,0,10,0,18,52,0,0,4,0,0,148,32,0,0,112,100,2,238,0,0,2,582,0,0,4,6,0,16,26,0,0,8,172,0,0,298,0,0,0,8,0,10,2,16,4,0,84,0,0,0,2,0,0,8,2,0,0,2,0,52,6,2,0,54,0,2,76,0,0,2,0,0,0,0,0,0,0,0,0,8,0,294,442,4,22,0,0,6,0,0,18
Multidrug,444,168,44,4,34,6,10,28,976,588,250,20,140,118,0,16,4,14,8,12,0,0,872,0,6,70,0,80,374,2,2,34,6,8,2,64,6,214,36,16,680,4,80,272,30,0,108,0,10,2,260,0,64,56,0,18,14,2,0,2,4,986,0,72,168,2,26,74,46,4,6,4,6,212,4,2,5032,34,44,0,14,14,36,2,0,2,90,0,50,2,8,468,194,0,60,42,66,4,14,10,0,36,6,452,6,10,0,12,262,116,388,182,16,8,0,0,2,6,0,50
Multidrug,1368,70,148,116,122,0,40,136,1634,142,578,112,348,32,2,66,8,12,22,30,0,2,2470,0,6,52,4,282,346,14,0,84,26,14,0,248,10,744,110,40,1994,16,290,248,48,20,26,0,40,100,74,0,190,86,2,88,36,4,2,0,6,166,0,208,30,6,98,46,338,8,0,2,4,456,0,2,44,70,214,0,28,34,134,4,2,8,290,8,4,2,22,1694,488,0,208,22,164,8,38,80,0,92,66,106,22,8,10,42,678,144,62,180,26,2,2,2,0,8,4,120
Multidrug,132,30,892,6,1536,2,24,330,12,20,16,104,24,30,416,80,452,4,32,6,54,458,188,0,36,28,240,20,396,390,86,2376,96,14,16,30,10,3988,294,50,112,18,1510,2,20,852,74,0,14,522,128,668,66,4,22,138,5978,18,112,24,4,16,0,16,106,264,110,194,70,732,12,118,62,4180,98,92,12,22,308,44,154,21464,12,106,54,32,13574,86,2,88,0,394,24,332,1196,14,72,50,4,0,50,18,20774,22,40,340,2700,1592,20,2832,18,144,4,6,80,2,0,2596,0,56
Multidrug,10696,16818,11696,35854,8560,6140,6184,3954,11158,9728,12086,15744,17476,14238,10096,38586,16892,4444,20550,2732,16998,5256,4444,5244,17512,8502,12420,11302,1596,18168,12712,10784,8972,7400,12614,3524,20784,17422,12196,26790,11516,31422,10410,21652,8638,13634,10816,5234,6900,17396,10196,10304,7134,13176,16430,13148,15262,33848,9912,20232,22782,13678,13038,25010,16538,22322,15604,5696,14106,15916,10068,8982,20574,7780,6076,6268,1964,2978,14838,4668,2582,3212,7882,5378,10124,3278,2928,7612,6552,18430,3058,2066,7304,35554,6054,8574,25406,1928,3710,5328,4090,11316,2906,9226,5458,20722,16222,15496,11520,9738,15840,19224,10320,6046,13422,10962,3224,10668,4004,7138
Multidrug,6688,8188,9040,9238,6674,2686,2862,2726,6958,4256,4858,6108,10664,5592,2400,33518,14628,2214,10310,1808,3760,1474,2244,3062,6374,4438,4178,4766,682,2608,3846,7034,3912,3788,3800,1564,7240,3784,2664,12996,6008,22368,8336,9774,3982,2800,4778,3388,4226,6978,4852,2812,2856,5826,4908,2446,9788,25332,5494,7892,8328,6618,18158,9038,7494,18152,4202,2462,6032,7596,3386,9212,8084,6052,5494,3498,354,2708,21436,844,1530,598,4230,4082,2696,694,906,3874,2088,10798,1176,1306,3678,2460,1886,5100,12100,1450,1266,1116,958,6176,474,3214,1412,16776,6084,9468,4198,9988,7024,8688,7270,2636,4808,4262,2240,8580,874,3370
